"id","geom"
137,MULTIPOINT ((231156.9682 4146759.0174000002))
138,MULTIPOINT ((205143.2218000004 4174098.8346999995))
139,MULTIPOINT ((296977.76829999965 4028307.8389))
140,MULTIPOINT ((415499.40869999956 4065497.7733999994))
141,MULTIPOINT ((447771.0547000002 4200652.6702))
142,MULTIPOINT ((323254.33389999997 4084619.2904000003))
143,MULTIPOINT ((562230.7125000004 4078700.2981000002))
144,MULTIPOINT ((569643.1190999998 4155250.7492999993))
145,MULTIPOINT ((571396.7462999998 4137388.4076000005))
146,MULTIPOINT ((498441.07930000033 4080357.6120999996))
147,MULTIPOINT ((542421.2752999999 4118145.7062999997))
148,MULTIPOINT ((533019.5597000001 4102017.0518999994))
149,MULTIPOINT ((600972.4667999996 4124968.4290999994))
150,MULTIPOINT ((513388.56010000035 4236964.074899999))
151,MULTIPOINT ((514113.91280000005 4237350.323000001))
152,MULTIPOINT ((527816.9519999996 4222208.7765999995))
153,MULTIPOINT ((433199.07940000016 4225176.918299999))
154,MULTIPOINT ((416291.4966000002 4144577.6153999995))
155,MULTIPOINT ((191822.17729999963 4198992.9482))
156,MULTIPOINT ((109314.11639999971 4129724.2414999995))
157,MULTIPOINT ((201344.97200000007 4185375.3244000003))
158,MULTIPOINT ((135838.0784 4154075.1625999995))
159,MULTIPOINT ((454171.42509999964 4073772.9597999994))
160,MULTIPOINT ((512869.44159999955 4160384.1559999995))
161,MULTIPOINT ((457121.6199000003 4140155.6856999993))
162,MULTIPOINT ((462901.07940000016 4129230.9493000004))
163,MULTIPOINT ((339448.7587000001 4230442.6307))
164,MULTIPOINT ((352922.0536000002 4222558.2685))
165,MULTIPOINT ((330429.5 4220679.8499))
166,MULTIPOINT ((378443.64609999955 4196059.604699999))
167,MULTIPOINT ((314081.8717 4175026.424799999))
168,MULTIPOINT ((397660.1858999999 4154781.4119000006))
169,MULTIPOINT ((339538.3866999997 4167967.794500001))
170,MULTIPOINT ((339652.13609999977 4152172.5999))
171,MULTIPOINT ((391586.9846999999 4150367.8827))
172,MULTIPOINT ((385381.94180000015 4132027.5371000003))
173,MULTIPOINT ((383732.95600000024 4129713.0174000002))
174,MULTIPOINT ((278933.3071999997 4004240.225400001))
175,MULTIPOINT ((370298.6853 4062012.7467))
176,MULTIPOINT ((445920.79959999956 4200279.3993999995))
177,MULTIPOINT ((466534.28160000034 4207781.2128))
178,MULTIPOINT ((499563.64410000015 4173615.984099999))
179,MULTIPOINT ((494934.3519000001 4190851.6147000007))
180,MULTIPOINT ((412334.7133999998 4181450.4756000005))
181,MULTIPOINT ((446637.2125000004 4218393.525900001))
182,MULTIPOINT ((200362.86349999998 4187842.2766999993))
183,MULTIPOINT ((313831.05119999964 4228692.417300001))
184,MULTIPOINT ((449594.0230999999 4067614.2542000003))
185,MULTIPOINT ((283162.0159 4237584.357000001))
186,MULTIPOINT ((499166.22809999995 4138219.3588999994))
187,MULTIPOINT ((348243.37739999965 4184966.1943999995))
188,MULTIPOINT ((305301.73890000023 4235741.963400001))
189,MULTIPOINT ((382638.59410000034 4232110.169500001))
190,MULTIPOINT ((341852.87820000015 4200631.2530000005))
191,MULTIPOINT ((344968.74700000044 4164301.9103999995))
192,MULTIPOINT ((342281.56010000035 4188789.605799999))
193,MULTIPOINT ((272723.5882000001 4151452.8899000008))
194,MULTIPOINT ((241627.42899999954 4129589.5682999995))
195,MULTIPOINT ((240352.76099999994 4126931.4288))
196,MULTIPOINT ((232248.34949999955 4205897.0847))
197,MULTIPOINT ((309335.1135 4151909.400800001))
198,MULTIPOINT ((281343.5027999999 4147142.4242000002))
199,MULTIPOINT ((204221.8990000002 4164815.6842))
200,MULTIPOINT ((313139.36560000014 4116933.9076000005))
201,MULTIPOINT ((237804.25739999954 4096364.101500001))
202,MULTIPOINT ((367639.0564000001 4096823.3128999993))
203,MULTIPOINT ((364665.2260999996 4102491.0538))
204,MULTIPOINT ((371843.52240000013 4089182.7326999996))
205,MULTIPOINT ((573076.6977000004 4105055.841600001))
206,MULTIPOINT ((587557.5849000001 4091279.4595999997))
207,MULTIPOINT ((502643.3491000002 4074406.9898000006))
208,MULTIPOINT ((430566.5042000003 4217424.454600001))
209,MULTIPOINT ((416533.3546000002 4171422.7546999995))
210,MULTIPOINT ((316582.07129999995 4224961.627))
211,MULTIPOINT ((428268.3128000004 4128035.0229))
212,MULTIPOINT ((557629.2460000003 4204239.1862))
213,MULTIPOINT ((309722.15110000037 4236721.2564))
214,MULTIPOINT ((538362.0135000004 4159318.8434999995))
215,MULTIPOINT ((389105.21630000044 4121994.8807999995))
216,MULTIPOINT ((376587.94969999976 4221215.549799999))
217,MULTIPOINT ((300438.63430000003 4231479.4484))
218,MULTIPOINT ((285454.4194 4230062.421))
219,MULTIPOINT ((353562.46300000045 4200225.6665))
220,MULTIPOINT ((354703.4336000001 4158970.240700001))
221,MULTIPOINT ((360719.57749999966 4148542.2075999994))
222,MULTIPOINT ((330477.50009999983 4153910.188100001))
223,MULTIPOINT ((399458.45749999955 4142064.9549000002))
224,MULTIPOINT ((348378.47580000013 4140755.8792000003))
225,MULTIPOINT ((259629.68149999995 4071045.015900001))
226,MULTIPOINT ((218276.39400000032 4067365.9076000005))
227,MULTIPOINT ((280167.1738 4000437.0306))
228,MULTIPOINT ((287600.6180999996 4078876.3561000004))
229,MULTIPOINT ((234210.95770000014 4067231.0370000005))
230,MULTIPOINT ((283507.3049999997 4008672.3594000004))
231,MULTIPOINT ((221060.8953999998 4049822.087200001))
232,MULTIPOINT ((202350.4983000001 4078040.6382999998))
233,MULTIPOINT ((222207.02139999997 4026404.8643999994))
234,MULTIPOINT ((227034.4963999996 4077005.169399999))
235,MULTIPOINT ((263052.28440000024 3999850.5744000003))
236,MULTIPOINT ((260165.14219999965 4003496.2742))
237,MULTIPOINT ((224074.88370000012 4092173.1483999994))
238,MULTIPOINT ((271629.67179999966 4151217.8001000006))
239,MULTIPOINT ((259763.37320000026 4164322.5571))
240,MULTIPOINT ((284559.4812000003 4160303.4180999994))
241,MULTIPOINT ((266336.26350000035 4151185.9942000005))
242,MULTIPOINT ((269303.5959000001 4177930.2005000003))
243,MULTIPOINT ((279652.3103 4104958.6220999993))
244,MULTIPOINT ((231248.39790000021 4135534.9174000006))
245,MULTIPOINT ((321126.7438000003 4122142.0787000004))
246,MULTIPOINT ((274323.33660000004 4126592.1054999996))
247,MULTIPOINT ((321968.59949999955 4123909.7964999992))
248,MULTIPOINT ((230547.90490000043 4134941.6336000003))
249,MULTIPOINT ((300639.8685999997 4112274.4801000003))
250,MULTIPOINT ((283066.0005000001 4128330.3236))
251,MULTIPOINT ((272151.41220000014 4087309.3268999998))
252,MULTIPOINT ((239242.47970000003 4105350.0365999993))
253,MULTIPOINT ((360712.75769999996 4104785.1687000003))
254,MULTIPOINT ((371024.2154000001 4062697.1492999997))
255,MULTIPOINT ((369458.35280000046 4061217.702299999))
256,MULTIPOINT ((381245.33189999964 4115490.9071999993))
257,MULTIPOINT ((551700.9918 4099026.5500000007))
258,MULTIPOINT ((581211.9298 4107831.4506))
259,MULTIPOINT ((363108.2430999996 4076966.8016))
260,MULTIPOINT ((366018.7993000001 4055601.8932000007))
261,MULTIPOINT ((365979.8757999996 4083199.5021))
262,MULTIPOINT ((359810.176 4105202.780200001))
263,MULTIPOINT ((355466.3046000004 4089717.034))
264,MULTIPOINT ((312716.7887000004 4071737.6021))
265,MULTIPOINT ((549238.4477000004 4096477.8278))
266,MULTIPOINT ((565081.1693000002 4080234.0524000004))
267,MULTIPOINT ((542740.5943 4075953.263800001))
268,MULTIPOINT ((590967.8695 4142923.2951999996))
269,MULTIPOINT ((615644.7322000004 4138385.213199999))
270,MULTIPOINT ((585054.0499999998 4134296.454500001))
271,MULTIPOINT ((596103.0489999996 4116730.5439))
272,MULTIPOINT ((572979.6934000002 4129915.0239000004))
273,MULTIPOINT ((516403.4742999999 4245710.498))
274,MULTIPOINT ((582478.3064000001 4166685.2765999995))
275,MULTIPOINT ((511646.63320000004 4074204.5702))
276,MULTIPOINT ((455948.2298999997 4249041.8599))
277,MULTIPOINT ((495991.7627999997 4174922.1417999994))
278,MULTIPOINT ((477328.6843999997 4199059.556))
279,MULTIPOINT ((460461.70770000014 4196975.2358))
280,MULTIPOINT ((500758.0038999999 4243526.696599999))
281,MULTIPOINT ((436836.72950000037 4207452.9175))
282,MULTIPOINT ((393588.7997000003 4190614.3992))
283,MULTIPOINT ((388700.19990000036 4194745.5))
284,MULTIPOINT ((155383.1688000001 4217778.759099999))
285,MULTIPOINT ((180797.27969999984 4177931.8179))
286,MULTIPOINT ((152733.13489999995 4207391.633199999))
287,MULTIPOINT ((316391.98790000007 4226143.543099999))
288,MULTIPOINT ((454333.34080000035 4075403.7159))
289,MULTIPOINT ((436038.14130000025 4065768.7052999996))
290,MULTIPOINT ((469829.1065999996 4090175.8759000003))
291,MULTIPOINT ((465766.3205000004 4105243.5046999995))
292,MULTIPOINT ((441201.8365000002 4123489.25))
293,MULTIPOINT ((493106.66500000004 4150286.1921999995))
294,MULTIPOINT ((467065.35589999985 4140186.519200001))
295,MULTIPOINT ((438003.7790000001 4075238.8203999996))
296,MULTIPOINT ((411623.9929999998 4094794.5352))
297,MULTIPOINT ((324141.50040000025 4218257.4003))
298,MULTIPOINT ((333285.4687999999 4174261.062999999))
299,MULTIPOINT ((300230.81879999954 4236095.873199999))
300,MULTIPOINT ((384968.2070000004 4194461.3025))
301,MULTIPOINT ((372855.3278000001 4193862.4702000003))
302,MULTIPOINT ((377695.1995000001 4194131.3988000005))
303,MULTIPOINT ((354182.8869000003 4194570.993899999))
304,MULTIPOINT ((342336.99990000017 4199769.0067))
305,MULTIPOINT ((383229.67640000023 4232895.7545))
306,MULTIPOINT ((325490.76570000034 4184042.331599999))
307,MULTIPOINT ((321857.1962000001 4187187.3388))
308,MULTIPOINT ((321345.5192 4179197.890900001))
309,MULTIPOINT ((345301.0968000004 4160425.540100001))
310,MULTIPOINT ((351830.73500000034 4150103.6777999997))
311,MULTIPOINT ((379169.8119999999 4160508.5757999998))
312,MULTIPOINT ((368389.47389999963 4133909.2367000002))
313,MULTIPOINT ((382736.7531000003 4120723.745100001))
314,MULTIPOINT ((346914.78079999983 4133724.559800001))
315,MULTIPOINT ((337718.1682000002 4248167.505100001))
316,MULTIPOINT ((217961.02660000045 4040755.5420999993))
317,MULTIPOINT ((220349.51680000033 4034526.7761000004))
318,MULTIPOINT ((226420.12119999994 4079691.6831))
319,MULTIPOINT ((224634.79509999976 4060432.785))
320,MULTIPOINT ((217017.04619999975 4066345.8155000005))
321,MULTIPOINT ((226274.4667999996 4056524.3212))
322,MULTIPOINT ((235205.1372999996 4067359.6185))
323,MULTIPOINT ((219375.62880000006 4034598.3773999996))
324,MULTIPOINT ((206500.86479999963 4139908.6074))
325,MULTIPOINT ((222856.3881000001 4139755.8309000004))
326,MULTIPOINT ((236755.25040000025 4133422.1439999994))
327,MULTIPOINT ((302608.3526999997 4136823.3045000006))
328,MULTIPOINT ((237207.82129999995 4137219.478599999))
329,MULTIPOINT ((289777.6557 4123555.335000001))
330,MULTIPOINT ((220001.358 4181151.5297))
331,MULTIPOINT ((245173.24949999992 4158628.1169000007))
332,MULTIPOINT ((282392.9187000003 4128511.667300001))
333,MULTIPOINT ((318279.74450000003 4122919.9005999994))
334,MULTIPOINT ((237667.01209999993 4089722.4846))
335,MULTIPOINT ((220254.40550000034 4140501.8380999994))
336,MULTIPOINT ((298976.5275999997 4122625.983100001))
337,MULTIPOINT ((245972.25509999972 4135766.8775999993))
338,MULTIPOINT ((273386.5460999999 4126409.6619000006))
339,MULTIPOINT ((318280.29959999956 4122934.2553000003))
340,MULTIPOINT ((306888.6414000001 4122964.0112999994))
341,MULTIPOINT ((237197.63989999983 4132574.7748000007))
342,MULTIPOINT ((239976.8984000003 4144539.6092000008))
343,MULTIPOINT ((232033.07139999978 4141217.7062999997))
344,MULTIPOINT ((278435.551 4176015.7204))
345,MULTIPOINT ((249186.45349999983 4137205.5858999994))
346,MULTIPOINT ((242832.10199999996 4112519.4783999994))
347,MULTIPOINT ((331422.3387000002 4125268.6479))
348,MULTIPOINT ((231544.74110000022 4148361.6987999994))
349,MULTIPOINT ((242373.4106999999 4141427.7676999997))
350,MULTIPOINT ((240966.32409999985 4114871.3083999995))
351,MULTIPOINT ((328979.78029999975 4127550.0900999997))
352,MULTIPOINT ((271305.9787999997 4126403.5691))
353,MULTIPOINT ((220701.89190000016 4182747.7245000005))
354,MULTIPOINT ((246368.2307000002 4139981.6505999994))
355,MULTIPOINT ((245469.56689999998 4164435.9036999997))
356,MULTIPOINT ((259529.5055999998 4131264.4245999996))
357,MULTIPOINT ((274913.4277999997 4126375.7905))
358,MULTIPOINT ((246742.91849999968 4140877.3891000003))
359,MULTIPOINT ((269307.3362999996 4126436.4595))
360,MULTIPOINT ((235523.10319999978 4135073.0856))
361,MULTIPOINT ((251767.6116000004 4162282.9443999995))
362,MULTIPOINT ((246766.26690000016 4140870.522500001))
363,MULTIPOINT ((331441.92069999967 4119655.493899999))
364,MULTIPOINT ((278577.73560000025 4127759.6911999993))
365,MULTIPOINT ((237530.04459999967 4127746.3488999996))
366,MULTIPOINT ((340646.75519999955 4118219.2282999996))
367,MULTIPOINT ((245522.48510000017 4178192.0998))
368,MULTIPOINT ((257340.80829999968 4203421.5711))
369,MULTIPOINT ((244057.8284 4111011.7624999993))
370,MULTIPOINT ((217938.44469999988 4170999.1341999993))
371,MULTIPOINT ((240827.8174999999 4127991.1148000006))
372,MULTIPOINT ((287365.6980999997 4125219.076300001))
373,MULTIPOINT ((341437.63709999993 4123843.5559))
374,MULTIPOINT ((220907.5407999996 4139320.6092000008))
375,MULTIPOINT ((274229.55200000014 4125846.8332))
376,MULTIPOINT ((282977.8351999996 4153305.5243999995))
377,MULTIPOINT ((335134.2851 4128591.0645000003))
378,MULTIPOINT ((285812.79870000016 4161136.8368999995))
379,MULTIPOINT ((251509.38779999968 4134915.2496000007))
380,MULTIPOINT ((282391.14829999954 4128495.0152000003))
381,MULTIPOINT ((278571.4073999999 4127775.6686000004))
382,MULTIPOINT ((255757.7441999996 4139589.0164))
383,MULTIPOINT ((239501.5089999996 4141338.8488))
384,MULTIPOINT ((284008.12409999967 4127398.4586999994))
385,MULTIPOINT ((283226.34800000023 4128044.6095000003))
386,MULTIPOINT ((226307.2717000004 4159322.160700001))
387,MULTIPOINT ((225927.5915000001 4160662.2277000006))
388,MULTIPOINT ((237761.22219999973 4137988.9506))
389,MULTIPOINT ((327391.91980000027 4110357.6674000006))
390,MULTIPOINT ((268813.74480000045 4151523.828400001))
391,MULTIPOINT ((269306.93319999985 4126420.6186999995))
392,MULTIPOINT ((236770.44159999955 4133421.4788000006))
393,MULTIPOINT ((243425.30709999986 4111788.699100001))
394,MULTIPOINT ((239587.76070000045 4102598.2071))
395,MULTIPOINT ((220327.69969999976 4181936.1526999995))
396,MULTIPOINT ((245787.4238 4139164.5067999996))
397,MULTIPOINT ((239055.17239999957 4139425.6169000007))
398,MULTIPOINT ((289781.4140999997 4123538.709899999))
399,MULTIPOINT ((297002.7485999996 4122409.9044000003))
400,MULTIPOINT ((329914.7198999999 4127899.8824000005))
401,MULTIPOINT ((256949.7489 4132684.9630999994))
402,MULTIPOINT ((287351.43039999995 4125209.303200001))
403,MULTIPOINT ((221501.69359999988 4170955.1198999994))
404,MULTIPOINT ((241597.22439999972 4119796.636499999))
405,MULTIPOINT ((288158.0058000004 4124597.4811000004))
406,MULTIPOINT ((338914.49710000027 4118199.2062999997))
407,MULTIPOINT ((270686.4961000001 4151323.4691000003))
408,MULTIPOINT ((241763.31960000005 4124703.7206999995))
409,MULTIPOINT ((235121.5580000002 4116022.0526))
410,MULTIPOINT ((238268.29069999978 4138838.989600001))
411,MULTIPOINT ((225843.39520000014 4163132.626700001))
412,MULTIPOINT ((241803.28679999989 4123701.9289999995))
413,MULTIPOINT ((214319.80950000044 4140942.124))
414,MULTIPOINT ((302540.2834999999 4136240.2755999994))
415,MULTIPOINT ((252456.23139999993 4134597.4406000003))
416,MULTIPOINT ((251511.8161000004 4134901.6492))
417,MULTIPOINT ((341676.40809999965 4121875.0352999996))
418,MULTIPOINT ((304901.35670000035 4123005.4188))
419,MULTIPOINT ((250496.0223000003 4134963.7949))
420,MULTIPOINT ((229028.73259999976 4153568.8575))
421,MULTIPOINT ((211429.02890000027 4140274.9925999995))
422,MULTIPOINT ((262117.00600000005 4129757.728))
423,MULTIPOINT ((240096.2070000004 4115629.2448999994))
424,MULTIPOINT ((335752.9271 4120327.154100001))
425,MULTIPOINT ((298163.7006000001 4155716.7051999997))
426,MULTIPOINT ((326360.5602000002 4137534.749500001))
427,MULTIPOINT ((279426.4283999996 4128253.869000001))
428,MULTIPOINT ((221875.95799999963 4170059.0546000004))
429,MULTIPOINT ((247534.06120000035 4104095.9562))
430,MULTIPOINT ((223255.00100000016 4168687.897500001))
431,MULTIPOINT ((336626.21559999976 4119936.6800999995))
432,MULTIPOINT ((258291.71439999994 4210468.0778))
433,MULTIPOINT ((213402.13289999962 4143752.837099999))
434,MULTIPOINT ((226035.79480000027 4162157.7808999997))
435,MULTIPOINT ((336581.0580000002 4127396.5111999996))
436,MULTIPOINT ((286835.6637000004 4154075.3324999996))
437,MULTIPOINT ((267444.56209999975 4127125.704399999))
438,MULTIPOINT ((230442.42289999966 4141580.0734))
439,MULTIPOINT ((219195.21619999968 4174875.5692))
440,MULTIPOINT ((257857.55200000014 4132231.399700001))
441,MULTIPOINT ((240603.97219999973 4092340.1928000003))
442,MULTIPOINT ((282171.1298000002 4105886.3270999994))
443,MULTIPOINT ((224211.6813000003 4165082.9231000002))
444,MULTIPOINT ((224162.36980000045 4168270.162799999))
445,MULTIPOINT ((277592.1841000002 4127613.8955000006))
446,MULTIPOINT ((235270.90189999994 4174902.4341))
447,MULTIPOINT ((290664.65020000003 4123366.8266000003))
448,MULTIPOINT ((212409.1512000002 4143847.1339999996))
449,MULTIPOINT ((238280.57919999957 4138830.1789999995))
450,MULTIPOINT ((341403.2388000004 4117608.0940000005))
451,MULTIPOINT ((299990.4135999996 4155743.0527999997))
452,MULTIPOINT ((214382.63150000013 4174059.001599999))
453,MULTIPOINT ((335694.2571999999 4127834.7393999994))
454,MULTIPOINT ((228482.5499999998 4154394.477499999))
455,MULTIPOINT ((239426.2770999996 4101314.995100001))
456,MULTIPOINT ((209720.06620000023 4177643.4827999994))
457,MULTIPOINT ((248449.2609000001 4145536.6363999993))
458,MULTIPOINT ((329762.6074000001 4124178.1993000004))
459,MULTIPOINT ((208740.22259999998 4133520.4053000007))
460,MULTIPOINT ((250279.11840000004 4122915.9559000004))
461,MULTIPOINT ((329613.16050000023 4123610.4011000004))
462,MULTIPOINT ((242253.90670000017 4102368.2003000006))
463,MULTIPOINT ((258050.96109999996 4209832.4758))
464,MULTIPOINT ((240541.00590000022 4141724.434800001))
465,MULTIPOINT ((235504.0181 4135072.3126))
466,MULTIPOINT ((271305.59300000034 4126388.444700001))
467,MULTIPOINT ((225277.35539999977 4165808.2047000006))
468,MULTIPOINT ((250935.87849999964 4166034.1347000003))
469,MULTIPOINT ((343513.6272 4115525.3092))
470,MULTIPOINT ((264701.5965 4107494.616800001))
471,MULTIPOINT ((219529.0959999999 4186909.316400001))
472,MULTIPOINT ((214322.48699999973 4140961.6807000004))
473,MULTIPOINT ((227233.08279999997 4158094.3607))
474,MULTIPOINT ((338199.06099999975 4126849.017999999))
475,MULTIPOINT ((225346.62349999975 4163917.2497000005))
476,MULTIPOINT ((223844.84829999972 4139905.0143999998))
477,MULTIPOINT ((231190.9452999998 4138952.8486))
478,MULTIPOINT ((333148.8091000002 4130082.9781))
479,MULTIPOINT ((231986.60450000037 4142172.7139999997))
480,MULTIPOINT ((280393.34279999975 4128436.704399999))
