"id","geom","peso"
27,"MULTILINESTRING ((152098.29870000016 4135315.1860000007, 152203.733 4135271.4814999998, 152513.9129999997 4135165.2314999998, 152829.4330000002 4135058.4515000004, 153192.9129999997 4134933.931399999, 153537.30289999954 4134817.6315, 153544.76570000034 4134823.024599999, 153548.1716 4134390.002800001, 153549.93620000035 4134053.1023999993, 153521.92540000007 4133577.1043, 153495.9151999997 4133133.1061000004, 153476.90770000033 4132804.1075, 153407.81300000008 4132511.1614999995, 153400.60300000012 4132513.261499999, 153338.14290000033 4132333.9615, 153258.92300000042 4131994.8915, 153215.38300000038 4131654.2314, 152968.01300000027 4131315.6115000006, 152628.03299999982 4130946.6915000007, 152460.30289999954 4130763.8014, 152294.76290000044 4130582.511499999, 152110.44290000014 4130338.6115000006, 151918.99299999978 4130084.9515000004, 151846.33299999963 4129701.3413999993, 151761.90299999993 4129255.4114999995, 151678.98290000018 4128817.0013999995, 151594.16289999988 4128368.6414, 151337.55289999954 4127994.351399999, 151077.4330000002 4127614.681500001, 150904.2128999997 4127215.8214999996, 150738.14300000016 4126834.4814, 150535.34630000032 4126372.7938, 150282.80200000014 4126258.667300001, 150283.41810000036 4126255.5867999997, 150122.61419999972 4126271.9135999996, 150122.9221999999 4126264.2123000007, 150080.07189999986 4126241.8715000004))",
28,"MULTILINESTRING ((220449.74799999967 4061191.8991, 220452.07349999994 4061181.4397, 220467.06099999975 4061184.4362000003, 220463.46860000025 4061201.2368, 220476.19510000013 4061203.9113999996, 220475.99880000018 4061196.871099999), (220914.42700000014 4057035.2369999997, 221009.42669999972 4056993.8517000005, 221009.88540000003 4056993.651799999), (221009.88540000003 4056993.651799999, 221010.27550000045 4056993.9649, 221080.58160000015 4057050.3808999993, 221083.76599999983 4057052.7770000007, 221089.59200000018 4057057.1608000007, 221150.79559999984 4057103.1898999996, 221228.54540000018 4057279.7224000003, 221306.38520000037 4057456.6548999995, 221409.94820000045 4057691.8782, 221433.1272 4057878.8430000003, 221455.48589999974 4058058.4778000005, 221479.2050999999 4058250.0628999993, 221444.98309999984 4058446.3904, 221408.9216 4058653.3684, 221374.09979999997 4058853.3362000007, 221334.4190999996 4059080.9450000003, 221296.2879999997 4059300.1635, 221263.5957000004 4059487.550899999, 221263.54959999956 4059487.8895999994, 221241.10859999992 4059652.6421000008, 221212.6322999997 4059861.6099999994, 221184.47690000013 4060068.2327999994, 221158.60190000013 4060258.1180000007, 221134.79179999977 4060432.7246000003, 221134.7561999997 4060432.9857), (221134.7561999997 4060432.9857, 221108.90359999985 4060622.8342000004, 221108.83609999996 4060623.3299000002), (221108.83609999996 4060623.3299000002, 221108.76860000007 4060623.8256, 221080.07490000036 4060834.4000000004, 221053.1261 4061053.496200001, 221033.70770000014 4061210.1522000004), (220475.99880000018 4061196.871099999, 220476.49899999984 4061196.8830999993, 220655.9523 4061201.1570999995, 220825.9084999999 4061205.2035000008, 221033.70770000014 4061210.1522000004))",
29,"MULTILINESTRING ((150224.9974999996 4127230.1751000006, 150224.94770000037 4127230.6732, 150196.0466 4127519.4025, 150042.68149999995 4127456.7255000006), (150224.9974999996 4127230.1751000006, 150245.79679999966 4127097.7217999995, 150284.06630000006 4126851.0600000005, 150325.1299999999 4126587.1801999994, 150345.60080000013 4126388.7872, 150341.78139999975 4126388.2563000005, 150110.19539999962 4126356.0672999993, 149981.53220000025 4126337.830499999, 149963.05929999985 4126321.2403999995, 149962.6869000001 4126320.9058999997))",
30,"MULTILINESTRING ((264539.5094999997 3995055.5714, 264596.8328999998 3995000.7215, 264832.92289999966 3994888.3715000004, 265152.3529000003 3994741.6415999997, 265452.5229000002 3994601.0315000005, 265925.7829 3994350.2116, 266201.6628999999 3994228.7716000006, 266446.9029000001 3994121.351500001, 267057.483 3994076.5516, 267250.0329 3994051.841600001, 267701.54289999977 3993989.1615999993, 268094.6029000003 3993937.8115, 268196.9128999999 3993765.3115, 268541.1029000003 3993111.8716, 268401.2428000001 3992847.5615999997, 268149.14300000016 3992376.341600001, 267865.4628999997 3991841.8215999994, 267496.5729 3991154.2415999994, 267097.3828999996 3991063.6315, 266768.69290000014 3990988.2916, 266044.55289999954 3990824.7415999994, 265582.0377000002 3990749.2682000007, 265280.3234000001 3990716.080499999, 265203.35250000004 3990685.1358000003))",
31,"MULTILINESTRING ((517481.02770000044 4071495.6078999992, 517468.71860000025 4071504.181399999))",
32,"MULTILINESTRING ((212395.52560000028 4057599.0112999994, 212393.16270000022 4057601.1944999993, 212444.5318 4057747.6613, 212640.87930000015 4057618.4013, 212651.33939999994 4057617.424799999, 212994.65969999973 4057610.3632999994, 213027.02950000018 4057602.2687999997, 213027.51489999983 4057602.147500001), (209622.6841000002 4059157.6138000004, 209484.01850000024 4058961.6426, 209357.44079999998 4058782.4832000006, 209231.12299999967 4058604.1340999994, 209096.41480000038 4058413.8049999997, 208952.32600000035 4058210.2161, 208811.92760000005 4058011.8673, 208632.20650000032 4057747.718800001, 208454.37579999957 4057496.2607000005, 208276.4452999998 4057244.672700001, 208111.01559999958 4057010.7047000006, 208306.59389999975 4056883.7326999996, 208316.41390000004 4056877.3621999994, 208443.27269999962 4056794.8642999995, 208523.85209999979 4056742.4593, 208769.45990000013 4056582.753900001, 208802.01960000023 4056561.5819000006, 208873.7089999998 4056514.9672999997, 208969.15859999973 4056452.9009000007, 209150.92750000022 4056334.738500001, 209308.7182 4056286.5196, 209311.2100999998 4056285.6089999992, 209364.19830000028 4056266.2479999997, 209364.66830000002 4056266.076199999), (209622.6841000002 4059157.6138000004, 209623.0959999999 4059157.3299000002, 209881.4149000002 4058979.226399999, 210110.73280000035 4058821.0124999993, 210353.0109000001 4058653.907299999, 210586.84939999972 4058492.5818000007, 210836.8306 4058346.2880000006, 211064.71600000001 4058162.9802, 211278.62430000026 4058015.2959000003, 211460.42300000042 4057890.0538, 211667.12119999994 4057747.1799999997, 211887.53940000013 4057595.2553000003, 212186.81429999974 4057597.5012, 212395.52560000028 4057599.0112999994))",
33,"MULTILINESTRING ((349054.31290000025 4195061.172499999, 348939.19930000044 4194784.3347, 348820.8969999999 4194495.7751, 348738.0987999998 4194290.8159999996, 348555.6632000003 4194099.4762999993, 348350.8145000003 4193884.4723000005, 348220.42289999966 4193747.1997999996, 348179.77240000013 4193704.4089, 348043.55069999956 4193560.986300001, 347892.9090999998 4193402.3933000006, 347719.9472000003 4193220.299900001, 347554.13549999986 4193045.7366000004, 347379.01389999967 4192861.3731999993, 347248.2626 4192723.7205999997, 347160.0418999996 4192630.8488999996, 347058.95749999955 4192523.8594000004, 347058.6141999997 4192523.4959999993), (346877.93840000033 4192401.2247, 346800.6448999997 4192460.2115, 346800.35140000004 4192460.4354999997, 346606.31350000016 4192598.0573999994, 346372.8041000003 4192770.719799999, 346140.4046 4192939.075099999, 346063.76439999975 4193135.0665000007, 345959.5120000001 4193404.4409999996, 345827.73670000024 4193744.3813000005, 345827.27699999977 4193745.1009, 345700.39439999964 4193943.7278000005, 345688.80289999954 4193972.0874000005, 345688.61369999964 4193972.5502000004), (349400.3284 4197772.5997, 349400.24430000037 4197771.9914, 349377.3317999998 4197606.102, 349377.2823000001 4197605.744100001, 349355.79140000045 4197333.0799, 349355.6935999999 4197331.8379, 349442.82990000024 4196870.9287, 349497.9696000004 4196582.4537, 349550.21949999966 4196304.3488, 349416.5122999996 4196043.3663, 349253.40979999956 4195726.876599999, 349253.15299999993 4195725.853, 349194.22640000004 4195491.0097, 349144.36319999956 4195288.087400001, 349054.49729999993 4195061.6372, 349054.31290000025 4195061.172499999), (347058.6141999997 4192523.4959999993, 347058.2000000002 4192523.2158000004, 346877.93840000033 4192401.2247), (349660.51630000025 4197994.5163, 349660.0577999996 4197994.7157000005, 349636.21449999977 4198005.0864, 349607.3861999996 4198016.415200001, 349605.13879999984 4198017.2984, 349473.80289999954 4197941.950300001, 349472.3671000004 4197941.126599999, 349400.61000000034 4197773.2587, 349400.3284 4197772.5997))",
34,"MULTILINESTRING ((250426.04399999976 4122575.780099999, 250530.07799999975 4122419.6808, 250632.9210000001 4122265.3683, 250633.98110000044 4122263.7776999995, 250912.78920000046 4122084.213199999, 250915.59869999997 4122084.3040999994, 251103.14609999955 4122090.3652999997, 251202.76150000002 4121874.1828000005, 251266.79229999986 4121735.2268000003, 251342.75079999957 4121570.387, 251342.96019999962 4121569.9327000007), (247884.8666000003 4125655.0987, 248003.6462000003 4125505.932600001, 248013.5103000002 4125494.056500001, 248083.8825000003 4125409.3311, 248143.3200000003 4125337.7699999996, 248294.13320000004 4125156.2772000004, 248473.87530000042 4124939.8039999995, 248628.99839999992 4124753.2010999992, 248774.01190000027 4124578.5885000005, 248916.33559999987 4124407.2759000007, 249068.02880000044 4124224.6832, 249257.66029999964 4123996.4299, 249400.88389999978 4123824.0073000006, 249539.46769999992 4123657.255000001, 249710.3700000001 4123451.482000001, 249877.6325000003 4123250.1291000005, 250002.82469999976 4123091.562000001, 250121.23500000034 4122946.1742000002, 250272.8071999997 4122765.9606, 250425.7302000001 4122576.1696000006, 250426.04399999976 4122575.780099999), (247884.8666000003 4125655.0987, 247878.78199999966 4125662.418400001, 247828.06489999965 4125723.4310999997, 247827.74509999994 4125723.8158), (251195.57039999962 4121279.7814000007, 251249.2087000003 4121306.795600001, 251398.8744000001 4121448.5909, 251343.16949999984 4121569.4783999994, 251342.96019999962 4121569.9327000007))",
35,"MULTILINESTRING ((150353.82070000004 4126317.5765000004, 150512.09549999982 4126403.1772000007, 150512.53579999972 4126403.4153000005), (150512.53579999972 4126403.4153000005, 150550.5842000004 4126529.9339000005, 150539.65450000018 4126745.6125000007, 150530.1749999998 4126933.8913000003, 150521.36560000014 4127109.870100001, 150512.5661000004 4127284.7990000006, 150502.14680000022 4127492.0776000004, 150472.37770000007 4127501.937999999, 150463.31799999997 4127504.938100001, 150348.58690000046 4127542.9524000008, 150348.11170000024 4127543.1097999997), (150348.11170000024 4127543.1097999997, 150347.6152999997 4127543.0452999994, 150180.87710000016 4127521.3828), (150180.87710000016 4127521.3828, 150039.27159999963 4127465.2255000006), (149991.16189999972 4126296.3105999995, 150047.23529999983 4126316.1756999996, 150048.0817999998 4126316.4756000005, 150353.32019999996 4126317.5746999998, 150353.82070000004 4126317.5765000004), (150039.27159999963 4127465.2255000006, 150038.28039999958 4127462.9739999995, 150036.4450000003 4127458.5056999996, 150030.7907999996 4127450.3988000005, 149894.85639999993 4127396.7464000005, 149891.9944000002 4127396.1734999996, 149889.9704 4127396.3764999993, 149845.41189999972 4127407.1492, 149802.29629999958 4127425.0276999995, 149799.4863 4127426.7107999995, 149796.95849999972 4127428.7989000008, 149794.09049999993 4127431.6668999996, 149791.2466000002 4127435.003900001, 149789.29169999994 4127436.4628999997, 149786.45079999976 4127437.5150000006, 149783.83779999986 4127438.2229999993, 149781.87200000044 4127438.4529999997, 149779.67700000014 4127438.4859999996, 149777.74399999995 4127438.223099999, 149775.54820000008 4127437.7490999997, 149683.67920000013 4127401.2339999992, 149678.7263000002 4127414.2530000005, 149678.5482999999 4127414.720899999))",
36,"MULTILINESTRING ((207694.2050999999 4060542.025699999, 208033.34669999965 4060645.729800001, 208196.52979999967 4060692.273600001, 208197.70660000015 4060693.045, 208295.08110000007 4060756.876, 208295.49949999992 4060757.1502), (209368.7478 4056248.5555000007, 209364.3761 4056249.923800001, 209307.4576000003 4056267.7389, 209305.3677000003 4056268.384400001, 209144.10859999992 4056318.1885, 209142.5870000003 4056318.6582999993, 208959.07799999975 4056438.0208, 208759.37930000015 4056567.874, 208513.77139999997 4056727.579399999, 208306.2731999997 4056862.4823000003, 208093.5137 4057001.0534000006, 208085.69510000013 4057006.1458, 208261.7455000002 4057255.0536, 208439.67599999998 4057506.6415999997, 208617.50659999996 4057758.0997, 208797.2276999997 4058022.2481999993, 208937.6261 4058220.596999999, 209081.71490000002 4058424.185900001, 209216.42310000025 4058614.5150000006, 209342.74089999963 4058792.8641, 209469.31859999988 4058972.0233999994, 209607.70129999984 4059167.6022999994, 209607.99019999988 4059168.0108000003), (209607.99019999988 4059168.0108000003, 209369.45930000022 4059336.7770000007, 209113.39159999974 4059517.9920000006, 208874.20370000042 4059691.716, 208628.46580000035 4059870.190199999, 208402.48780000024 4060034.3132000007, 208088.6403000001 4060262.251, 207821.7823999999 4060456.0658, 207694.62009999994 4060541.746099999, 207694.2050999999 4060542.025699999), (206457.86230000015 4057939.521299999, 206477.1144000003 4057967.9290999994, 206509.8097000001 4058123.8006999996, 206557.81740000006 4058352.5933, 206614.76669999957 4058624.1262999997, 206803.5998999998 4058961.9751999993, 206954.96059999987 4059232.7545, 207138.37349999975 4059560.9036999997, 207316.11629999988 4059878.9033000004, 207454.3962000003 4060126.303099999, 207603.04690000042 4060392.2530000005, 207693.9450000003 4060541.5983000007, 207694.2050999999 4060542.025699999))",
50,"MULTILINESTRING ((231613.81290000025 4021135.4003999997, 231628.51080000028 4021160.2737000007, 231757.39979999978 4021176.1021999996, 231994.82699999958 4021333.2564000003, 232267.30289999954 4021508.5001999997, 232808.8629999999 4021846.5513000004, 233070.93659999967 4022197.2891000006, 233364.82919999957 4022605.1422000006, 235183.3236999996 4023982.1721, 236013.61670000013 4026892.442500001, 236251.3284 4027289.7606000006, 236989.93259999994 4028530.9552999996, 237748.9121000003 4029816.2963999994, 238129.25079999957 4030519.2437999994, 238363.56659999955 4032726.5668, 238475.63069999963 4033814.946799999, 238672.59190000035 4034524.6860000007, 238868.05590000004 4035237.4119000006, 238922.4782999996 4036036.0030000005, 244927.68979999982 4039459.0725, 245454.16700000037 4039810.3753999993, 245826.01599999983 4040054.878799999, 246508.13879999984 4040507.7585000005, 246736.11230000015 4040664.4396, 247034.9497999996 4040856.3069, 247804.11699999962 4041374.1788, 248666.17090000026 4041738.9903999995, 250388.08320000023 4042458.0555000007, 250510.1886 4042589.2057000007, 250526.017 4042624.2545))",
151,"MULTILINESTRING ((547033.3940000003 4087529.3556999993, 547034.3940000003 4087529.3586999997))",
37,"MULTILINESTRING ((264445.1233000001 3995450.0942, 264420.8350999998 3995415.7359999996, 264341.5250000004 3995310.7796, 264313.05399999954 3995114.2283999994, 264414.9595999997 3994944.6637999993, 264414.97479999997 3994944.6384999994, 264415.0281999996 3994944.6371), (264415.0281999996 3994944.6371, 264414.9595999997 3994944.6637999993, 264314.59690000024 3994983.6816000007, 264166.5351999998 3995045.9613000005, 263999.1665000003 3995116.4751999993, 263725.57990000024 3995231.4969999995, 263576.78419999965 3995294.1154999994, 263434.92030000035 3995353.774, 263203.43259999994 3995451.020199999, 263048.94689999986 3995515.9617999997, 262875.05709999986 3995622.4551, 262744.39470000006 3995702.1794000007, 262562.94070000015 3995813.2029999997, 262414.4715 3995903.9026999995, 262287.1381000001 3995981.694, 262165.71860000025 3996055.933, 262001.68829999957 3996156.0090999994, 261890.1308000004 3996224.4329000004, 261746.9595999997 3996327.1537999995, 261615.73309999984 3996408.7010999992, 261469.61029999983 3996485.5976, 261406.3125 3996523.9661999997, 261286.62079999968 3996596.7841999996, 261181.0360000003 3996660.7678999994, 261086.35319999978 3996770.9989, 261043.18869999982 3996767.2425999995), (264590.9590999996 3995395.0358000007, 264592.9302000003 3995400.3878000006, 264592.93039999995 3995407.3368999995, 264591.0334999999 3995412.3979, 264586.75459999964 3995417.5931, 264580.1786000002 3995421.0242, 264568.90660000034 3995425.2194, 264527.9275000002 3995436.5601000004, 264471.5460999999 3995441.1526999995, 264467.89109999966 3995442.2279000003, 264455.34619999956 3995449.9930000007, 264450.3761 3995444.279100001, 264445.12150000036 3995450.0284, 264445.1233000001 3995450.0942))",
